athlete.sex,average_speed,distance,type
M,5.965,12461.9,Ride
F,6.351,74647.4,Ride
F,2.75,7438.0,Run
M,6.3420000000000005,57221.5,Ride
M,3.082,4160.1,Run
F,7.235,15678.7,Ride
M,5.587000000000001,64730.8,Ride
M,2.943,8695.0,Ride
M,7.599,48706.9,Ride
F,2.12,13795.5,Run
F,5.502999999999999,4649.9,Ride
M,8.227,89719.2,Ride
F,2.697,1354.0,Run
F,4.189,14746.7,Ride
F,2.589,9011.1,Run
F,8.416,131583.0,Ride
M,7.712000000000001,42687.2,Ride
F,2.381,7417.0,Run
M,4.9910000000000005,3898.0,Ride
M,2.6689999999999996,1027.6,Ride
M,3.8560000000000003,53429.8,Ride
M,2.222,4000.0,Run
F,11.899000000000001,743883.0,Run
M,5.9079999999999995,15549.1,Ride
F,0.0,0.0,Run
M,3.031,6537.1,Run
M,7.11,99608.0,Ride
F,4.61,19642.4,Ride
F,5.206,7626.5,Ride
M,7.122999999999999,19887.2,Ride
F,3.702,15301.1,Ride
M,7.042000000000001,80810.6,Ride
M,6.815,25632.0,Ride
M,7.624,35390.1,Ride
F,0.6629999999999999,2212.6,Run
M,6.629,3825.1,Ride
F,4.226,1271.9,Ride
M,3.37,2480.1,Ride
F,0.708,2537.4,Swim
M,2.801,5495.1,Ride
M,5.818,16925.3,Ride
F,5.763,24268.8,Ride
M,7.301,32840.9,Ride
M,6.821000000000001,46860.0,Ride
F,3.8289999999999997,22993.0,Ride
M,6.749,19146.0,Ride
M,4.888999999999999,15707.7,Ride
F,5.071000000000001,71.0,Run
F,2.858,10814.1,NordicSki
F,6.982,24596.6,Ride
F,5.2379999999999995,63876.1,Ride
F,3.0810000000000004,8285.8,Run
M,5.8229999999999995,29051.5,Ride
F,2.219,3805.0,Run
F,2.634,5152.6,Run
F,1.891,1875.9,Run
M,2.635,21424.0,Run
F,2.9789999999999996,21202.0,Run
M,6.3,10709.5,Ride
M,3.611,12029.0,Run
M,7.487,11379.7,Ride
F,1.683,5287.5,Run
M,5.067,11036.2,Ride
F,2.7489999999999997,6131.2,Run
F,6.692,9020.9,Ride
F,3.037,12774.0,Run
M,5.002,5712.4,Ride
F,7.23,1641.1,Ride
M,3.9589999999999996,6025.1,Run
M,1.525,22366.7,Run
M,2.8819999999999997,3466.7,Run
M,7.02,43645.1,Ride
M,3.239,7411.0,Run
M,4.478,10851.1,Ride
F,2.7289999999999996,9127.0,Run
F,7.787999999999999,119207.0,Ride
M,0.6459999999999999,2508.0,Swim
F,3.593,9768.4,Run
F,2.7960000000000003,10864.4,Run
M,5.16,9663.9,Ride
M,8.151,109821.0,Ride
M,2.6460000000000004,23502.1,Ride
F,6.88,64865.4,Ride
F,7.002999999999999,47640.0,Ride
F,2.685,6768.5,Run
F,4.658,6586.0,Ride
M,2.395,5883.3,Ride
M,2.513,1880.0,Run
M,5.987,7094.1,Ride
F,2.312,16556.8,Run
F,5.855,36611.8,Ride
F,1.8980000000000001,5001.6,Run
F,2.381,5938.8,Run
M,7.138,74031.0,Ride
M,6.301,30964.0,Ride
M,1.261,2717.1,Run
M,3.7880000000000003,17109.7,Run
M,6.849,29068.6,Ride
F,2.58,5133.5,Run
F,6.131,32419.1,Ride
M,6.415,169560.0,Ride
F,1.915,4250.0,Run
F,6.931,30060.6,Ride
F,1.584,5673.4,Walk
F,7.289,64986.8,Ride
M,0.584,700.0,Swim
F,0.0,0.0,Ride
F,1.386,4989.0,Walk
M,2.5980000000000003,3268.5,Run
M,3.122,7485.9,Ride
M,6.797000000000001,12043.7,Ride
F,4.952,13919.8,Ride
F,7.156000000000001,32481.4,Ride
F,4.857,18533.5,Ride
M,4.555,15715.1,Ride
F,4.641,6136.0,Ride
M,1.9909999999999999,179.2,Workout
F,5.718999999999999,23088.2,Ride
M,5.181,9092.8,Ride
F,5.997000000000001,18404.9,Ride
M,6.751,30218.9,Ride
M,7.864,85117.3,Ride
F,5.314,39761.8,Ride
F,7.034,59222.1,Ride
M,3.904,27163.6,Ride
M,4.437,26098.9,Ride
F,2.819,8529.5,Run
F,2.349,5797.5,Run
F,2.8760000000000003,10302.6,Run
M,7.49,44215.1,Ride
M,0.721,2599.1,Swim
M,6.312,24365.0,Ride
M,7.8870000000000005,70534.5,Ride
M,7.32,61380.0,Ride
M,3.023,1206.1,Run
M,6.7,112809.0,Ride
M,3.634,25166.8,Ride
F,1.875,8645.3,Run
M,4.13,6033.4,Run
F,2.454,8723.3,Run
M,6.638999999999999,48092.9,Ride
M,3.8339999999999996,27103.2,Ride
F,2.485,2526.9,Run
M,5.239,1168.3,Ride
M,7.162000000000001,9790.0,Ride
M,6.772,57216.7,Ride
F,2.6319999999999997,5018.8,Run
M,2.1180000000000003,10932.8,Run
F,2.727,15478.4,Run
M,0.0,129.7,Ride
F,5.95,10531.3,Ride
M,2.96,3344.8,Run
M,12.446,8027.4,Ride
F,2.5380000000000003,5371.4,Run
M,3.451,13701.5,Run
M,8.094,18398.5,Ride
F,0.055,8829.0,Ride
M,6.297000000000001,69557.9,Ride
M,0.64,1500.0,Swim
M,6.803,14074.6,Ride
F,2.463,8394.9,Run
F,6.438,81622.6,Ride
M,0.535,1675.0,Swim
M,3.701,1543.3,Ride
M,3.005,5204.7,Run
M,5.058,21147.3,Ride
F,4.593999999999999,29956.0,Ride
F,1.609,6789.1,Run
M,8.378,18095.4,Ride
M,4.323,31479.7,Ride
M,6.945,14966.4,Ride
F,6.112,19422.6,Ride
F,2.787,5047.4,Run
F,3.016,1526.0,Run
F,6.42,31209.3,Ride
F,2.332,14487.2,Run
M,6.742000000000001,13565.6,Ride
M,7.263,35350.8,Ride
F,3.423,3573.9,Run
F,3.79,10782.6,Run
F,4.566,8976.5,Ride
M,2.83,6061.3,Run
M,6.874,52714.5,Ride
F,3.404,5269.9,Ride
F,2.086,5138.5,Run
M,5.928,46392.4,Ride
M,6.93,26353.1,Ride
M,6.6160000000000005,38750.0,Ride
M,6.245,16418.9,Ride
F,6.527,11748.2,Ride
F,2.294,4302.9,Run
M,3.4339999999999997,39521.0,Ride
M,6.892,12419.7,Ride
M,5.39,30488.4,Ride
F,3.5460000000000003,5595.6,Run
M,5.145,35291.6,Ride
M,5.874,46195.3,Ride
M,15.412,7829.3,Ride
F,2.9730000000000003,8925.7,Run
M,6.157,10331.2,Ride
M,2.636,2198.4,Run
M,4.444,30795.3,Ride
F,3.391,11006.4,Run
M,4.724,36820.5,Ride
F,2.825,9928.4,Run
M,3.498,11476.8,Ride
M,7.957000000000001,46193.1,Ride
M,6.468999999999999,7821.1,Ride
F,4.7410000000000005,56550.2,Ride
M,6.769,51224.1,Ride
F,5.03,20648.3,Ride
M,3.375,6905.1,Run
M,0.977,5000.0,Swim
F,1.034,3198.8,Walk
M,2.532,3960.1,Run
M,3.3819999999999997,17605.3,Run
F,3.12,4618.0,Run
F,6.336,16816.9,Ride
F,3.1889999999999996,10510.1,Run
F,3.3569999999999998,16111.8,Run
M,7.997000000000001,53714.0,Ride
M,7.669,17998.3,Ride
M,2.585,11977.1,Run
M,5.075,16071.1,Ride
F,3.1039999999999996,9004.1,Run
M,4.062,16001.4,Ride
M,2.571,4332.9,Run
F,1.5390000000000001,3571.3,Run
F,1.942,4064.3,Walk
F,1.9340000000000002,3969.3,Run
F,5.761,15150.9,Ride
M,2.481,9868.4,Run
M,6.257000000000001,42715.8,Ride
F,7.226,14727.3,Ride
M,3.178,4871.5,Run
F,6.599,41787.6,Ride
F,5.331,13892.8,Ride
F,2.335,3739.9,Run
M,6.287000000000001,42957.3,Ride
F,7.318,19523.8,Ride
M,6.58,85933.8,Ride
M,11.1,64478.6,Ride
F,2.5340000000000003,5922.3,Run
F,0.33299999999999996,1200.0,Swim
F,3.91,11703.8,Ride
F,1.7930000000000001,8404.6,Run
M,3.322,5100.0,Run
M,7.419,77542.3,Ride
F,6.492000000000001,16709.7,Ride
M,3.213,29591.3,Ride
F,2.4859999999999998,4671.8,Run
M,3.5239999999999996,6019.1,Run
F,5.8870000000000005,31543.1,Ride
M,2.6630000000000003,7565.6,Run
F,7.343999999999999,74017.1,Ride
M,3.056,16261.1,Run
M,3.554,12299.7,Run
M,8.097000000000001,80825.2,Ride
M,1.031,27884.1,Hike
M,1.3090000000000002,2823.9,Walk
F,2.662,12983.8,Run
M,0.0,0.0,Ride
M,4.953,40412.4,Ride
M,2.432,27358.8,Ride
M,3.1639999999999997,11391.5,Run
M,8.767999999999999,108667.0,Ride
M,6.707999999999999,6064.3,Ride
M,7.847,23627.6,Ride
M,2.002,8118.6,Run
F,2.435,4636.9,Run
F,1.771,7320.8,Run
F,3.1689999999999996,5006.9,Run
M,8.274,26634.0,Ride
M,3.142,1637.1,Run
F,0.0,0.0,Run
M,5.792999999999999,29890.8,Ride
F,8.886000000000001,28285.5,Ride
M,4.226,39032.4,Ride
M,3.156,7047.0,Run
F,5.5760000000000005,24309.5,Ride
M,8.236,91646.8,Ride
M,4.62,13476.6,Ride
F,1.061,2923.7,Run
M,2.469,21958.4,Run
M,3.46,7515.5,Ride
F,7.261,25623.4,Ride
F,1.485,1036.3,Run
M,2.693,7603.1,Run
M,9.289,67343.6,Ride
F,1.284,2620.7,BackcountrySki
F,40.066,15104.7,Ride
M,6.697,13368.1,Ride
F,2.35,9.4,Run
M,5.166,20889.3,Ride
M,6.154,16479.9,Ride
M,6.409,57688.7,Ride
F,5.97,26674.0,Ride
F,2.667,1677.8,Run
M,4.329,47591.6,Ride
M,2.26,23862.8,Run
F,6.207999999999999,15928.9,Ride
F,2.955,5906.9,Run
F,5.757000000000001,18959.0,Ride
F,2.69,5016.0,Run
F,2.556,6916.1,Run
M,4.627,7014.8,Ride
F,2.519,6438.1,Run
M,4.031000000000001,12870.7,Run
M,4.128,359.1,Run
M,7.8870000000000005,85006.4,Ride
F,2.427,6140.9,Ride
M,2.504,2046.1,Run
F,3.0860000000000003,3860.1,Ride
F,9.024,61264.8,Ride
F,2.41,10237.1,Run
M,9.607000000000001,26072.5,VirtualRide
F,7.459,45636.9,Ride
M,3.2710000000000004,13617.7,Ride
F,2.454,6474.0,Run
M,8.601,42592.8,Ride
M,7.881,95768.7,Ride
M,7.004,33128.3,Ride
M,5.247000000000001,14932.7,Ride
M,3.525,25318.4,Ride
F,1.656,2903.7,Run
M,2.9410000000000003,3288.2,Run
M,3.273,7920.1,Run
M,3.469,16098.5,Run
M,2.205,7563.4,Run
M,4.519,5526.5,Ride
M,3.267,4956.3,Run
F,2.5140000000000002,20451.8,Ride
F,1.673,2584.8,Run
F,3.7539999999999996,5525.2,Run
M,0.0,0.0,Ride
F,3.4219999999999997,4112.7,Run
F,2.6319999999999997,7315.7,Run
F,8.432,23962.4,Snowboard
F,1.744,6687.1,Run
F,2.44,2347.1,Run
F,3.0410000000000004,4841.5,Run
M,7.928,66070.7,Ride
M,3.2110000000000003,1933.1,Run
F,2.8680000000000003,4417.4,Run
M,8.019,51053.9,Ride
F,2.36,8995.8,Run
M,6.19,3936.7,Ride
M,7.67,18039.7,Ride
F,1.609,119.1,Run
M,7.827000000000001,52944.9,Ride
M,8.453,60796.5,Ride
M,2.892,27731.1,Run
F,2.529,5470.9,Run
M,5.289,13904.1,Ride
F,3.427,9775.1,Ride
M,2.431,7127.7,Run
M,7.386,201231.0,Ride
M,7.132999999999999,34381.2,Ride
M,3.667,5005.1,Run
F,6.067,44188.0,Ride
F,2.714,13061.9,Run
F,0.764,3734.1,Run
F,7.324,62482.8,Ride
F,3.63,4494.1,Run
M,5.254,40322.3,Ride
F,2.506,8948.1,Run
M,5.598,10760.2,Ride
M,4.588,10730.4,Ride
M,3.576,1931.2,Run
M,3.286,13003.2,Run
F,1.5019999999999998,6978.3,Walk
F,2.9189999999999996,8607.4,Ride
F,8.556000000000001,62088.9,Ride
F,2.647,1582.7,Run
F,5.114,7083.1,Ride
F,2.735,5139.9,Run
F,5.311,8322.4,Ride
F,8.669,95008.4,Ride
M,2.532,8491.3,Run
M,6.14,85115.1,Ride
F,2.3680000000000003,4781.1,Run
F,2.889,8934.3,Run
F,6.486000000000001,25488.2,Ride
F,1.214,1485.8,Walk
F,4.023,12070.1,Ride
M,6.172000000000001,52886.2,Ride
M,4.321000000000001,1555.6,Run
M,4.704,30559.2,Ride
F,2.245,9809.9,Run
M,6.332000000000001,9440.5,Ride
F,4.351,10869.9,Ride
M,3.179,5009.5,Run
F,1.263,6420.4,Ride
F,3.475,22092.6,Ride
F,2.742,8056.5,Run
F,2.324,4997.6,Run
F,4.328,13337.7,Ride
F,6.718999999999999,40187.1,Ride
F,1.5930000000000002,7407.8,Run
M,3.569,16818.6,Ride
F,5.075,31854.5,Ride
M,7.374,36242.2,Ride
F,4.143,33533.7,Ride
F,2.571,4180.4,Run
M,0.846,2240.0,Swim
F,3.147,14753.3,Run
M,9.195,52883.2,Ride
F,1.401,17107.2,Run
M,5.695,13701.6,Ride
M,7.272,11278.8,Ride
M,3.77,9168.2,Run
M,3.323,8207.7,Run
M,5.524,20619.9,Ride
M,7.08,82028.5,Ride
F,2.4,10800.0,Run
F,5.317,9656.1,Ride
F,5.63,17571.5,Ride
F,1.3769999999999998,3154.6,Walk
F,3.0,4595.7,Run
M,6.662999999999999,24400.0,Ride
F,3.176,8562.5,Run
F,6.419,15096.9,Ride
F,0.0,0.0,Workout
M,7.072,8062.6,Ride
F,2.623,18966.9,Run
F,3.053,9984.5,Run
M,2.945,50176.1,Ride
M,3.7110000000000003,50492.9,Ride
M,5.14,5083.2,Ride
M,6.319,36228.5,Ride
M,0.0,4453.7,Ride
M,7.5,127627.0,Ride
F,2.559,11022.8,Run
F,4.92,46580.9,Ride
F,1.646,7083.6,Run
M,6.084,4380.8,Ride
M,8.118,50243.9,Ride
F,3.089,2527.2,Run
F,2.501,4482.6,Run
M,7.808,56075.3,Ride
F,4.276,18921.1,Ride
M,5.3,2803.5,Ride
F,3.042,4930.6,Run
M,6.315,8512.5,Ride
M,5.781000000000001,56909.2,Ride
M,5.445,25715.5,Ride
F,6.896,129882.0,Ride
F,2.897,4053.3,Run
F,0.0,0.0,Workout
F,8.494,15288.8,Ride
M,3.7910000000000004,12074.4,Run
F,5.457999999999999,57268.5,Ride
M,3.159,12140.3,Run
F,2.0780000000000003,18.7,Ride
M,5.97,19367.9,Ride
M,4.853,18733.2,Ride
F,2.66,4362.9,Run
F,2.603,4256.0,Run
M,6.402,11811.3,Ride
M,5.938,24315.0,Ride
F,8.927999999999999,24106.5,Ride
F,2.186,9425.9,Kayaking
M,8.715,87041.1,Ride
F,0.325,1376.0,Swim
M,4.981,18463.6,Ride
M,3.2769999999999997,5789.6,Run
M,9.195,16284.2,Ride
F,4.895,13681.4,Ride
F,2.766,7515.1,Run
M,4.8919999999999995,16744.5,Ride
M,1.6059999999999999,6346.8,Ride
M,6.595,32102.5,Ride
M,6.774,125508.0,Ride
M,4.805,8970.7,Ride
M,4.986000000000001,16233.7,Ride
F,2.5669999999999997,9098.7,Run
F,2.7569999999999997,3000.0,Run
M,5.098,26596.5,Ride
M,6.7829999999999995,55120.2,Ride
M,0.899,1445.0,Run
M,5.812,12716.1,Ride
M,8.103,48777.1,Ride
M,6.562,26459.9,Ride
F,1.166,2562.3,Workout
F,4.417,4602.0,Ride
F,3.9189999999999996,10368.8,Ride
M,3.364,40945.0,Ride
M,3.833,8452.3,Run
F,2.54,6690.8,Run
F,1.218,3989.7,Run
M,4.641,36040.6,Ride
M,3.326,4819.9,Run
M,2.924,169.6,Ride
M,9.001,45402.2,Ride
M,6.33,45807.6,Ride
M,1.6469999999999998,13290.2,Run
M,9.431000000000001,46420.2,Ride
F,1.429,8164.0,Run
M,5.684,34618.3,Ride
F,0.5429999999999999,1500.0,Swim
F,5.462000000000001,36202.7,Ride
M,3.455,1074.5,Run
F,2.96,2489.6,Run
F,0.0,0.0,Run
M,2.847,7123.9,Run
F,1.8780000000000001,5862.6,Run
F,6.871,47329.9,Ride
F,3.347,10098.1,Run
F,2.497,5201.7,Run
F,2.115,10927.6,Run
F,0.0,141.6,Run
M,0.915,2447.7,Hike
M,3.569,25936.2,Ride
M,8.804,44803.4,Ride
F,2.491,2764.9,Run
M,6.922000000000001,16149.3,Ride
M,5.154,407.2,Run
M,2.7089999999999996,12333.8,Run
F,2.225,3951.3,Run
F,3.355,14317.9,Ride
M,7.377999999999999,34649.4,Ride
M,6.167999999999999,53665.2,Ride
M,7.553,40912.6,VirtualRide
M,2.719,3542.7,Run
M,5.335,9539.4,Ride
M,2.773,11689.0,Run
M,0.0,0.0,Run
M,6.4079999999999995,12149.5,Ride
M,5.502000000000001,14485.6,Ride
F,2.6430000000000002,2368.2,Run
F,2.084,7240.9,Run
M,9.165,26276.7,Ride
M,0.556,1000.0,Swim
M,6.652,52534.6,Ride
M,6.9879999999999995,76125.9,Ride
F,2.593,5105.2,Run
F,2.8089999999999997,10338.5,Run
F,6.949,42820.7,Ride
M,6.818,11222.0,Ride
F,1.8880000000000001,4042.4,Run
M,3.417,12065.6,Run
M,0.292,575.0,Swim
M,6.03,9925.9,Ride
M,3.545,13576.8,Ride
F,2.057,5098.2,Run
M,3.303,9738.4,Run
F,1.114,5776.0,Hike
F,7.093999999999999,29246.6,Ride
M,6.285,6524.1,Ride
F,1.393,9454.7,Ride
M,6.295,40740.6,Ride
M,7.877999999999999,130518.0,Ride
M,6.506,11014.9,Ride
F,2.447,11722.9,Run
M,4.127,4993.7,Run
F,4.638,5073.8,Run
M,7.566,29105.5,Ride
M,3.597,7992.4,Run
F,5.893,25638.7,Ride
M,8.198,30192.1,Ride
M,4.808,12062.8,Ride
F,2.674,2184.8,Run
F,2.177,2519.2,Run
M,3.115,8410.0,Run
F,2.7230000000000003,5291.3,Run
M,3.056,16267.7,Run
M,2.6260000000000003,12004.7,Run
F,2.955,1507.0,Run
F,6.063,23360.2,Ride
M,2.377,10696.0,Run
F,2.853,4085.5,Run
F,7.917999999999999,43287.9,Ride
M,7.567,32030.6,Ride
M,6.436,50403.2,Ride
F,2.488,4317.3,Run
M,7.446000000000001,35554.7,Ride
M,3.9130000000000003,10052.3,Run
M,5.4910000000000005,4870.3,Ride
F,2.6889999999999996,6075.0,Run
M,2.798,3304.9,Ride
M,6.579,13519.0,Ride
F,2.909,10355.4,Run
M,8.323,91316.0,Ride
F,2.665,7115.4,Run
M,6.774,58090.6,Ride
M,2.464,10003.5,Run
F,2.045,6774.5,Run
F,1.249,46.2,Workout
F,6.85,52314.9,Ride
F,3.173,3579.4,Run
M,8.221,61128.9,Ride
M,1.2819999999999998,14.1,Ride
F,4.489,5800.2,Ride
M,2.08,7478.5,Run
F,3.18,8492.9,Run
M,2.721,4217.3,Ride
M,3.645,5026.0,Run
F,1.601,6848.2,Run
F,4.191,6524.8,Ride
F,6.528,17872.6,Ride
M,3.136,14003.8,Ride
M,4.156000000000001,15654.5,Ride
M,3.645,2001.3,Ride
F,2.124,5818.9,Run
F,1.367,5026.0,Run
M,7.556,4571.2,Ride
F,4.772,20678.6,Ride
M,7.074,40625.2,Ride
F,2.966,16061.8,Ride
M,6.604,8222.3,Ride
F,2.91,3367.3,Run
F,3.198,30281.2,Ride
F,2.747,5021.2,Run
M,5.153,79919.7,Ride
M,6.587999999999999,54499.0,Ride
F,5.212999999999999,20038.3,Ride
F,6.728,7602.3,Ride
F,2.6830000000000003,10008.0,Run
M,2.7960000000000003,3741.0,Run
M,5.999,13185.1,Ride
M,2.9530000000000003,697.0,Ride
M,8.014,81239.1,Ride
F,2.5540000000000003,51077.1,Run
F,7.376,67716.7,Ride
F,7.246,24984.7,Ride
M,6.935,9973.0,Ride
M,4.547,23021.9,Ride
F,0.6920000000000001,2823.7,Hike
M,6.858,124734.0,Ride
M,2.252,10627.6,Run
F,7.57,35472.3,Ride
M,6.314,41373.6,Ride
M,3.99,13019.4,Ride
F,2.016,401.2,Run
F,2.625,3541.6,Run
F,3.12,5752.4,Run
M,3.32,12547.4,Run
F,5.234,33607.2,Ride
F,2.96,4999.9,Run
F,2.725,4820.5,Run
M,10.183,21302.6,Ride
F,1.5630000000000002,7006.6,Walk
F,5.354,44330.1,Ride
F,2.67,3017.0,Run
F,0.0,0.0,Workout
F,3.4789999999999996,1489.1,Ride
M,5.4510000000000005,899.4,Ride
F,10.735,90653.3,Ride
M,6.629,12622.5,Ride
F,1.776,4849.5,Walk
F,1.347,3765.9,Walk
M,2.733,5563.9,Run
F,2.24,9563.8,Run
F,1.818,3395.7,Walk
F,2.74,6768.7,Run
M,2.536,10335.5,Run
M,3.4,5090.2,Run
F,2.668,3217.2,Run
F,2.202,6019.5,Run
M,4.4319999999999995,33872.7,Ride
M,2.9210000000000003,4474.4,Run
F,2.573,10939.2,Run
F,3.154,14274.0,Run
M,5.632000000000001,15967.7,Ride
F,6.461,32066.8,Ride
F,2.515,8987.5,Run
F,6.4270000000000005,58240.4,Ride
F,3.262,858.0,Ride
M,3.398,44692.8,Ride
F,7.468,48985.2,Ride
M,0.0,0.0,Workout
M,5.287999999999999,45258.9,Ride
M,2.812,7714.1,Run
M,5.06,14578.4,Ride
F,2.452,9865.2,Run
F,5.27,105.4,Run
F,1.399,4290.2,Run
M,3.2,4777.2,Run
M,7.369,16697.5,Ride
M,7.231,37811.0,Ride
F,0.0,0.0,Swim
F,6.597,24051.8,Ride
M,5.601,48299.5,Ride
F,2.6039999999999996,3504.5,Run
F,6.341,21342.8,Ride
M,4.62,3668.1,Ride
M,4.196000000000001,17959.5,Ride
M,3.145,105656.0,Ride
M,7.723,101660.0,Ride
F,2.414,5637.0,Run
F,0.764,15862.7,Run
F,2.329,5111.8,Run
F,6.007999999999999,4854.7,Run
M,8.787,40026.3,Ride
M,3.285,11377.2,Ride
M,8.744,40458.5,Ride
M,7.756,58431.8,Ride
M,1.896,3101.9,Run
M,1.537,10970.5,Run
F,5.665,18248.5,Ride
M,3.3339999999999996,13974.9,Run
F,2.841,3171.0,Run
M,14.812999999999999,918.4,Ride
F,6.645,17416.9,Ride
M,4.659,29157.9,Ride
F,2.677,3365.2,Run
M,8.551,57153.3,Ride
F,5.7,17203.4,Ride
F,5.591,17331.7,Ride
F,5.3389999999999995,16018.4,Ride
M,6.922000000000001,42856.7,Ride
M,6.928,50249.3,Ride
M,7.513,34049.6,Ride
F,6.962999999999999,22547.7,Ride
F,1.626,2479.8,Run
M,3.987,4338.4,Run
M,6.317,36614.4,Ride
F,0.9259999999999999,150.0,Swim
F,6.947,65174.8,Ride
F,1.51,3213.8,Run
F,6.702000000000001,27445.5,Ride
M,4.277,15666.2,Ride
F,2.6060000000000003,4838.9,Run
M,3.595,2358.2,Run
F,5.038,28809.7,Ride
F,6.358,12048.3,Ride
F,2.8739999999999997,11600.0,Run
F,1.3980000000000001,3378.3,Walk
F,2.97,36552.7,Ride
M,5.859,19359.0,Ride
M,2.544,4503.0,Run
M,3.2289999999999996,26291.1,Ride
F,7.063,11830.8,Ride
M,6.202000000000001,95531.5,Ride
M,6.894,42707.2,Ride
F,6.587999999999999,103831.0,Ride
M,0.74,2000.0,Swim
F,1.258,5132.5,Walk
F,3.135,4505.2,Ride
F,3.159,8718.7,Ride
M,6.348,51091.2,Ride
F,1.6740000000000002,5284.6,Ride
F,2.71,12171.6,Run
M,7.1129999999999995,66422.7,Ride
M,5.004,8962.2,Ride
M,5.912000000000001,5882.1,Ride
M,3.613,5599.9,Run
F,2.6430000000000002,10522.4,Run
F,6.309,60602.5,Ride
M,7.582999999999999,70630.9,Ride
F,2.219,6963.0,Run
M,5.55,43801.9,Ride
M,3.242,12071.8,Run
F,4.746,2947.3,Ride
M,2.908,14676.8,Ride
F,6.301,7650.0,Ride
F,3.36,6437.8,Run
M,3.0780000000000003,12066.7,Ride
F,4.798,17467.9,Ride
M,6.779,32445.6,Ride
F,6.676,45867.0,Ride
M,6.947,28635.5,Ride
M,2.3680000000000003,4913.6,Run
F,4.025,8328.1,Ride
M,3.486,17273.5,Ride
F,2.238,5147.7,Run
M,5.683,31438.3,Ride
F,5.095,29083.3,Ride
M,6.52,59798.5,Ride
M,3.9810000000000003,1763.4,Run
F,4.545,16522.8,Ride
M,3.6,7329.6,Run
M,5.46,136.5,Run
F,2.923,10294.8,Run
F,2.496,7958.8,Run
F,0.0,0.0,Workout
F,3.112,10122.0,Run
M,3.258,9625.0,Run
F,5.3229999999999995,10768.7,Ride
F,6.874,3526.6,Ride
F,3.307,6444.5,Run
F,2.781,10686.5,Run
M,6.816,13624.8,Ride
M,2.445,4835.9,Run
M,8.516,36850.3,Ride
M,0.58,31.3,Ride
F,4.53,20339.1,Ride
M,4.4719999999999995,2320.8,Ride
F,1.804,7922.7,Run
F,2.62,7279.2,Run
M,7.837000000000001,85604.4,Ride
F,3.576,12874.8,Run
M,6.6770000000000005,20926.1,VirtualRide
M,5.016,34517.2,Ride
M,0.0,0.0,Ride
M,4.577,33323.5,Ride
F,1.9,851.1,Run
M,7.132999999999999,80636.5,Ride
M,6.944,5513.2,Ride
M,3.72,22049.3,Ride
M,3.1830000000000003,6632.9,Run
F,3.0189999999999997,9523.2,Run
M,7.165,30450.9,Ride
M,8.324,42458.4,Ride
M,4.811,3357.9,Run
F,2.494,3005.8,Run
F,3.02,4113.0,Run
M,7.516,65069.6,Ride
M,5.774,41893.8,Ride
F,1.969,5841.9,Run
F,5.332000000000001,39370.4,Ride
F,6.984,46356.0,Ride
F,6.122999999999999,24515.2,Ride
M,5.6129999999999995,23623.8,Ride
M,5.567,11707.1,Ride
M,4.843,8611.3,Ride
F,6.0729999999999995,24481.1,Ride
F,2.513,6792.4,Run
F,6.957000000000001,60554.2,Ride
F,4.772,8808.5,Ride
F,6.775,109988.0,Ride
F,6.031000000000001,21977.1,Ride
F,3.174,12182.6,Run
M,5.287000000000001,40635.8,Ride
M,2.115,37023.9,Ride
M,7.832999999999999,56607.4,Ride
M,2.5540000000000003,2097.1,Run
F,1.403,1365.1,Run
F,6.849,53072.4,Ride
M,7.627000000000001,25007.9,Ride
M,4.787,18495.3,Ride
M,7.38,29600.3,Ride
M,3.536,11971.5,Ride
F,2.6289999999999996,10200.3,Run
M,3.7039999999999997,20000.0,Ride
F,3.781,3013.2,Run
F,2.678,7350.6,Run
M,8.192,39198.5,Ride
M,5.445,7460.3,Ride
M,1.459,6918.7,Run
F,0.243,977.1,WeightTraining
M,2.965,7499.1,Run
F,2.4859999999999998,2973.8,Run
F,2.278,2532.7,Run
M,6.972,62926.3,Ride
M,4.271,8690.6,Ride
M,7.252999999999999,28424.6,Ride
F,2.779,9315.2,Run
M,5.172000000000001,7137.3,Ride
F,5.181,16381.8,Ride
M,6.149,51721.5,Ride
F,3.449,42281.8,Run
M,4.185,43348.8,Ride
F,3.617,6319.0,Run
M,7.5329999999999995,42681.8,Ride
F,1.96,3311.9,Run
M,10.395999999999999,38422.7,Ride
M,4.473,15276.0,Ride
F,3.372,13878.7,Ride
M,4.277,24451.3,Ride
F,0.759,2000.0,Swim
F,5.343,23581.9,Ride
F,1.835,1110.2,Walk
F,0.5579999999999999,40.7,Run
M,7.112,44566.9,Ride
M,3.24,8755.8,Run
M,0.0,0.0,Ride
F,6.297000000000001,6076.7,Ride
F,3.359,4840.8,Run
F,1.601,4440.4,Run
F,2.503,7723.9,Run
F,1.03,8576.0,Run
F,3.0180000000000002,6732.9,Run
M,5.4670000000000005,37403.4,Ride
F,6.504,55389.2,Ride
M,5.8229999999999995,87547.8,Ride
M,2.617,10346.1,Run
M,6.474,10624.5,Ride
M,7.255,54175.0,Ride
F,1.9909999999999999,9196.3,Ride
M,2.065,14393.1,Run
F,2.379,5006.1,Run
F,6.175,64051.8,Ride
F,1.5390000000000001,6616.9,Walk
F,3.286,3709.7,Ride
F,3.286,2037.4,Run
F,6.5360000000000005,114186.0,Ride
